time,load,temp,label
2012/1/5 5:00,3239,21.33,0
2012/1/5 6:00,3719,21.67,0
2012/1/5 7:00,3940,22.67,0
2012/1/5 8:00,3933,23,0
2012/1/5 9:00,3948,24,0
2012/1/5 10:00,3945,25.67,0
2012/1/5 11:00,3933,28,0
2012/1/5 12:00,3894,29.33,0
2012/1/5 13:00,3873,30.67,0
2012/1/5 14:00,3838,32,0
2012/1/5 15:00,3855,32,0
2012/1/5 16:00,4112,30.67,0
2012/1/5 17:00,4326,29,0
2012/1/5 18:00,4317,27,0
2012/1/5 19:00,4213,25,0
2012/1/5 20:00,4031,24,0
2012/1/5 21:00,3749,22.33,0
2012/1/5 22:00,3417,20,0
2012/1/5 23:00,3167,19,0
2012/1/6 0:00,2992,17,0
2012/1/6 1:00,2916,17,0
2012/1/6 2:00,2873,17.67,0
2012/1/6 3:00,2861,20,0
2012/1/6 4:00,2935,20,0
2012/1/6 5:00,3201,20.67,0
2012/1/6 6:00,3643,22,0
2012/1/6 7:00,3887,23.67,0
2012/1/6 8:00,3907,24,0
2012/1/6 9:00,3929,25.33,0
2012/1/6 10:00,3942,26,0
2012/1/6 11:00,3902,28,0
2012/1/6 12:00,3840,29.67,0
2012/1/6 13:00,3782,30,0
2012/1/6 14:00,3722,31.33,0
2012/1/6 15:00,3751,31.67,0
2012/1/6 16:00,3955,32,0
2012/1/6 17:00,4109,31,0
2012/1/6 18:00,4032,30,0
2012/1/6 19:00,3926,30.33,0
2012/1/6 20:00,3740,29.67,0
2012/1/6 21:00,3521,29.67,0
2012/1/6 22:00,3244,27.33,0
2012/1/6 23:00,2981,27.67,0
2012/1/7 0:00,2790,27.67,0
2012/1/7 1:00,2685,29,0
2012/1/7 2:00,2624,26,0
2012/1/7 3:00,2604,26.33,0
2012/1/7 4:00,2633,26.67,0
2012/1/7 5:00,2724,26.33,0
2012/1/7 6:00,2914,26,0
2012/1/7 7:00,3128,25.33,0
2012/1/7 8:00,3329,26.67,0
2012/1/7 9:00,3466,29.33,0
2012/1/7 10:00,3505,32,0
2012/1/7 11:00,3473,34.33,0
2012/1/7 12:00,3411,37.67,0
2012/1/7 13:00,3359,39.33,0
2012/1/7 14:00,3344,39.67,0
2012/1/7 15:00,3394,39,0
2012/1/7 16:00,3630,38.33,0
2012/1/7 17:00,3817,36.33,0
2012/1/7 18:00,3746,33.33,0
2012/1/7 19:00,3609,32.33,0
2012/1/7 20:00,3487,31,0
2012/1/7 21:00,3285,29.67,0
2012/1/7 22:00,3062,30,0
2012/1/7 23:00,2850,37.33,0
2012/1/8 0:00,2654,32.33,0
2012/1/8 1:00,2567,30.67,0
2012/1/8 2:00,2504,29.33,0
2012/1/8 3:00,2506,28.67,0
2012/1/8 4:00,2535,28.33,0
2012/1/8 5:00,2612,30,0
2012/1/8 6:00,2771,31.33,0
2012/1/8 7:00,2976,28,0
2012/1/8 8:00,3215,29.33,0
2012/1/8 9:00,3363,32.33,0
2012/1/8 10:00,3463,36,0
2012/1/8 11:00,3496,35,0
2012/1/8 12:00,3507,35.67,0
2012/1/8 13:00,3481,34,0
2012/1/8 14:00,3476,34,0
2012/1/8 15:00,3523,32.67,0
2012/1/8 16:00,3823,32.33,0
2012/1/8 17:00,4070,31,0
2012/1/8 18:00,4024,29,0
2012/1/8 19:00,3887,26.33,0
2012/1/8 20:00,3711,25.33,0
2012/1/8 21:00,3465,24.33,0
2012/1/8 22:00,3183,22.67,0
2012/1/8 23:00,2955,21.33,0
2012/1/9 0:00,2820,20.67,0
2012/1/9 1:00,2759,19.33,0
2012/1/9 2:00,2739,18.67,0
2012/1/9 3:00,2740,18.67,0
2012/1/9 4:00,2851,18,0
2012/1/9 5:00,3142,18,0
2012/1/9 6:00,3643,18.67,0
2012/1/9 7:00,3896,18,0
2012/1/9 8:00,3900,19.33,0
2012/1/9 9:00,3910,22.33,0
2012/1/9 10:00,3921,24.67,0
2012/1/9 11:00,3888,27,0
2012/1/9 12:00,3826,29.33,0
2012/1/9 13:00,3782,30,0
2012/1/9 14:00,3721,32.67,0
2012/1/9 15:00,3721,33.67,0
2012/1/9 16:00,3987,32.67,0
2012/1/9 17:00,4270,30.67,0
2012/1/9 18:00,4244,30.33,0
2012/1/9 19:00,4112,30.33,0
2012/1/9 20:00,3925,28.33,0
2012/1/9 21:00,3635,28,0
2012/1/9 22:00,3317,28.33,0
2012/1/9 23:00,3069,29,0
2012/1/10 0:00,2908,30,0
2012/1/10 1:00,2836,29.67,0
2012/1/10 2:00,2788,30,0
2012/1/10 3:00,2788,30.67,0
2012/1/10 4:00,2860,31.33,0
2012/1/10 5:00,3113,31.67,0
2012/1/10 6:00,3589,30.67,0
2012/1/10 7:00,3813,30,0
2012/1/10 8:00,3822,30.33,0
2012/1/10 9:00,3849,31.33,0
2012/1/10 10:00,3869,33,0
2012/1/10 11:00,3844,35.33,0
2012/1/10 12:00,3781,37,0
2012/1/10 13:00,3747,38.67,0
2012/1/10 14:00,3686,40,0
2012/1/10 15:00,3689,39.67,0
2012/1/10 16:00,3956,39,0
2012/1/10 17:00,4182,37.33,0
2012/1/10 18:00,4159,35.33,0
2012/1/10 19:00,4061,33,0
2012/1/10 20:00,3890,32,0
2012/1/10 21:00,3612,29.67,0
2012/1/10 22:00,3286,28.33,0
2012/1/10 23:00,3030,28.33,0
2012/1/11 0:00,2872,27.67,0
2012/1/11 1:00,2796,25.33,0
2012/1/11 2:00,2766,25.33,0
2012/1/11 3:00,2784,23.67,0
2012/1/11 4:00,2887,22.33,0
2012/1/11 5:00,3185,20.67,0
2012/1/11 6:00,3661,19.67,0
2012/1/11 7:00,3875,19,0
2012/1/11 8:00,3861,18.67,0
2012/1/11 9:00,3833,21,0
2012/1/11 10:00,3822,23.33,0
2012/1/11 11:00,3794,25.33,0
2012/1/11 12:00,3734,27,0
2012/1/11 13:00,3720,28.33,0
2012/1/11 14:00,3693,28.67,0
2012/1/11 15:00,3721,28.33,0
2012/1/11 16:00,3977,27.33,0
2012/1/11 17:00,4186,27.33,0
2012/1/11 18:00,4152,27,0
2012/1/11 19:00,4043,26.67,0
2012/1/11 20:00,3873,26.33,0
2012/1/11 21:00,3572,25.67,0
2012/1/11 22:00,3237,26.67,0
2012/1/11 23:00,2977,26.67,0
2012/1/12 0:00,2812,27.67,0
2012/1/12 1:00,2709,27,0
2012/1/12 2:00,2667,27.33,0
2012/1/12 3:00,2668,27.67,0
2012/1/12 4:00,2748,30.67,0
2012/1/12 5:00,3009,31.33,0
2012/1/12 6:00,3403,30.67,0
2012/1/12 7:00,3675,29.67,0
2012/1/12 8:00,3769,29,0
2012/1/12 9:00,3844,28,0
2012/1/12 10:00,3928,29,0
2012/1/12 11:00,3977,28.67,0
2012/1/12 12:00,3956,28,0
2012/1/12 13:00,3928,28.67,0
2012/1/12 14:00,3875,29.67,0
2012/1/12 15:00,3834,30.33,0
2012/1/12 16:00,4020,30.33,0
2012/1/12 17:00,4251,30.67,0
2012/1/12 18:00,4207,30,0
2012/1/12 19:00,4057,30,0
2012/1/12 20:00,3844,30.33,0
2012/1/12 21:00,3527,30.33,0
2012/1/12 22:00,3192,30,0
2012/1/12 23:00,2924,29.67,0
2012/1/13 0:00,2747,30,0
2012/1/13 1:00,2665,29.67,0
2012/1/13 2:00,2629,29.67,0
2012/1/13 3:00,2633,29.67,0
2012/1/13 4:00,2715,30,0
2012/1/13 5:00,2971,30,0
2012/1/13 6:00,3418,30,0
2012/1/13 7:00,3681,29.33,0
2012/1/13 8:00,3768,29.33,0
2012/1/13 9:00,3818,30.33,0
2012/1/13 10:00,3856,30.67,0
2012/1/13 11:00,3850,32.33,0
2012/1/13 12:00,3809,32.67,0
2012/1/13 13:00,3764,32,0
2012/1/13 14:00,3680,33.67,0
2012/1/13 15:00,3656,35,0
2012/1/13 16:00,3858,33.33,0
2012/1/13 17:00,4091,31.33,0
2012/1/13 18:00,4052,29.33,0
2012/1/13 19:00,3951,28.33,0
2012/1/13 20:00,3822,27.33,0
2012/1/13 21:00,3610,28,0
2012/1/13 22:00,3355,28,0
2012/1/13 23:00,3104,29,0
2012/1/14 0:00,2909,29,0
2012/1/14 1:00,2805,28.67,0
2012/1/14 2:00,2751,28,0
2012/1/14 3:00,2744,27.33,0
2012/1/14 4:00,2784,26.33,0
2012/1/14 5:00,2894,25.67,0
2012/1/14 6:00,3096,24.33,0
2012/1/14 7:00,3344,23,0
2012/1/14 8:00,3573,22.33,0
2012/1/14 9:00,3751,21.67,0
2012/1/14 10:00,3815,20.33,0
2012/1/14 11:00,3798,20,0
2012/1/14 12:00,3737,19.67,0
2012/1/14 13:00,3677,19,0
2012/1/14 14:00,3666,18.33,0
2012/1/14 15:00,3694,18,0
2012/1/14 16:00,3963,17,0
2012/1/14 17:00,4248,14,0
2012/1/14 18:00,4210,12,0
2012/1/14 19:00,4119,11,0
2012/1/14 20:00,3972,9.67,0
2012/1/14 21:00,3795,8.33,0
2012/1/14 22:00,3594,7.67,0
2012/1/14 23:00,3361,6,0
2012/1/15 0:00,3153,4.33,0
2012/1/15 1:00,3051,3.33,0
2012/1/15 2:00,3012,2,0
2012/1/15 3:00,3012,1,0
2012/1/15 4:00,3046,1,0
2012/1/15 5:00,3128,0,0
2012/1/15 6:00,3271,0,0
2012/1/15 7:00,3476,-0.33,0
2012/1/15 8:00,3725,-0.33,0
2012/1/15 9:00,3874,1.33,0
2012/1/15 10:00,3954,3.67,0
2012/1/15 11:00,3945,5.33,0
2012/1/15 12:00,3924,7,0
2012/1/15 13:00,3863,8.67,0
2012/1/15 14:00,3845,8.67,0
2012/1/15 15:00,3871,9,0
2012/1/15 16:00,4160,9,0
2012/1/15 17:00,4441,6.67,0
2012/1/15 18:00,4405,5.67,0
2012/1/15 19:00,4253,4,0
2012/1/15 20:00,4113,3,0
2012/1/15 21:00,3853,1,0
2012/1/15 22:00,3579,0.67,0
2012/1/15 23:00,3365,0,0
2012/1/16 0:00,3220,0,0
2012/1/16 1:00,3138,0,0
2012/1/16 2:00,3114,-0.67,0
2012/1/16 3:00,3124,-1.33,0
2012/1/16 4:00,3209,-2,0
2012/1/16 5:00,3414,-2.33,0
2012/1/16 6:00,3759,-4.67,0
2012/1/16 7:00,4001,-4,0
2012/1/16 8:00,4147,-3.67,0
2012/1/16 9:00,4215,1.33,0
2012/1/16 10:00,4242,9,0
2012/1/16 11:00,4187,13,0
2012/1/16 12:00,4083,16.67,0
2012/1/16 13:00,4028,20.33,0
2012/1/16 14:00,3972,22.67,0
2012/1/16 15:00,3961,23.33,0
2012/1/16 16:00,4193,24,0
2012/1/16 17:00,4433,24,0
2012/1/16 18:00,4370,23,0
2012/1/16 19:00,4230,24.33,0
2012/1/16 20:00,4018,26.67,0
2012/1/16 21:00,3707,26.67,0
2012/1/16 22:00,3372,27.33,0
2012/1/16 23:00,3091,28.67,0
2012/1/17 0:00,2915,29,0
2012/1/17 1:00,2799,29,0
2012/1/17 2:00,2757,29,0
2012/1/17 3:00,2753,29.33,0
2012/1/17 4:00,2839,29.67,0
2012/1/17 5:00,3121,29.33,0
2012/1/17 6:00,3574,29.33,0
2012/1/17 7:00,3775,29.67,0
2012/1/17 8:00,3783,29,0
2012/1/17 9:00,3770,30.67,0
2012/1/17 10:00,3761,32.33,0
2012/1/17 11:00,3758,33.67,0
2012/1/17 12:00,3722,35,0
2012/1/17 13:00,3704,36.33,0
2012/1/17 14:00,3687,35.67,0
2012/1/17 15:00,3728,35.33,0
2012/1/17 16:00,3967,34.67,0
2012/1/17 17:00,4153,35,0
2012/1/17 18:00,4103,34.67,0
2012/1/17 19:00,3974,36.67,0
2012/1/17 20:00,3752,37.33,0
2012/1/17 21:00,3454,37.67,0
2012/1/17 22:00,3114,38,0
2012/1/17 23:00,2836,39,0
2012/1/18 0:00,2670,39.33,0
2012/1/18 1:00,2581,39.67,0
2012/1/18 2:00,2541,41.67,0
2012/1/18 3:00,2542,41.33,0
2012/1/18 4:00,2653,39,0
2012/1/18 5:00,2932,37.33,0
2012/1/18 6:00,3415,35,0
2012/1/18 7:00,3634,33.33,0
2012/1/18 8:00,3654,31.67,0
2012/1/18 9:00,3680,30,0
2012/1/18 10:00,3709,29.67,0
2012/1/18 11:00,3714,28.67,0
2012/1/18 12:00,3692,28,0
2012/1/18 13:00,3691,27.33,0
2012/1/18 14:00,3682,26.67,0
2012/1/18 15:00,3712,25.33,0
2012/1/18 16:00,3981,24,0
2012/1/18 17:00,4332,21.67,0
2012/1/18 18:00,4356,19,0
2012/1/18 19:00,4276,18,0
2012/1/18 20:00,4080,17.33,0
2012/1/18 21:00,3826,16,0
2012/1/18 22:00,3547,15,0
2012/1/18 23:00,3292,13.33,0
2012/1/19 0:00,3144,11.33,0
2012/1/19 1:00,3058,11,0
2012/1/19 2:00,3023,9.67,0
2012/1/19 3:00,3032,8,0
2012/1/19 4:00,3141,6,0
2012/1/19 5:00,3429,6.33,0
2012/1/19 6:00,3942,5,0
2012/1/19 7:00,4138,4.67,0
2012/1/19 8:00,4107,5.33,0
2012/1/19 9:00,4100,11.67,0
2012/1/19 10:00,4072,16,0
2012/1/19 11:00,4016,18.33,0
2012/1/19 12:00,3937,20.67,0
2012/1/19 13:00,3883,23.33,0
2012/1/19 14:00,3823,24.67,0
2012/1/19 15:00,3857,25,0
2012/1/19 16:00,4089,24,0
2012/1/19 17:00,4367,24.67,0
2012/1/19 18:00,4327,25,0
2012/1/19 19:00,4244,25,0
2012/1/19 20:00,4046,25.33,0
2012/1/19 21:00,3769,25.33,0
2012/1/19 22:00,3459,26,0
2012/1/19 23:00,3187,25.33,0
2012/1/20 0:00,3005,26.33,0
2012/1/20 1:00,2895,26.33,0
2012/1/20 2:00,2848,27.33,0
2012/1/20 3:00,2853,23,0
2012/1/20 4:00,2954,22,0
2012/1/20 5:00,3214,18.67,0
2012/1/20 6:00,3684,17.33,0
2012/1/20 7:00,3894,16.33,0
2012/1/20 8:00,3913,15.33,0
2012/1/20 9:00,3923,18,0
2012/1/20 10:00,3925,20,0
2012/1/20 11:00,3901,23,0
2012/1/20 12:00,3856,25,0
2012/1/20 13:00,3826,24.67,0
2012/1/20 14:00,3778,24,0
2012/1/20 15:00,3778,23.67,0
2012/1/20 16:00,3940,22,0
2012/1/20 17:00,4220,19.67,0
2012/1/20 18:00,4198,17,0
2012/1/20 19:00,4092,15.67,0
2012/1/20 20:00,3942,14,0
2012/1/20 21:00,3758,12.33,0
2012/1/20 22:00,3492,12.33,0
2012/1/20 23:00,3240,11,0
2012/1/21 0:00,3075,10.67,0
2012/1/21 1:00,2977,10,0
2012/1/21 2:00,2915,10,0
2012/1/21 3:00,2877,11,0
2012/1/21 4:00,2914,11.33,0
2012/1/21 5:00,3009,11.67,0
2012/1/21 6:00,3224,11.67,0
2012/1/21 7:00,3460,11.67,0
2012/1/21 8:00,3702,11,0
2012/1/21 9:00,3895,11.33,0
2012/1/21 10:00,3975,12,0
2012/1/21 11:00,3972,13,0
2012/1/21 12:00,3933,14,0
2012/1/21 13:00,3868,14.67,0
2012/1/21 14:00,3816,15.67,0
2012/1/21 15:00,3804,17,0
2012/1/21 16:00,3961,17,0
2012/1/21 17:00,4185,15,0
2012/1/21 18:00,4137,14,0
2012/1/21 19:00,4002,12.67,0
2012/1/21 20:00,3871,10.67,0
2012/1/21 21:00,3674,9.33,0
2012/1/21 22:00,3428,7,0
2012/1/21 23:00,3195,6.33,0
2012/1/22 0:00,3030,3.67,0
2012/1/22 1:00,2957,2.67,0
2012/1/22 2:00,2933,0.33,0
2012/1/22 3:00,2906,1.33,0
2012/1/22 4:00,2932,-0.33,0
2012/1/22 5:00,3021,-1.33,0
2012/1/22 6:00,3194,-1.33,0
2012/1/22 7:00,3394,-2.67,0
2012/1/22 8:00,3628,-0.33,0
2012/1/22 9:00,3744,3.67,0
2012/1/22 10:00,3783,10,0
2012/1/22 11:00,3737,15.67,0
2012/1/22 12:00,3673,19,0
2012/1/22 13:00,3614,22,0
2012/1/22 14:00,3600,23.33,0
2012/1/22 15:00,3589,23.67,0
2012/1/22 16:00,3774,24,0
2012/1/22 17:00,4022,22,0
2012/1/22 18:00,4021,20,0
2012/1/22 19:00,3922,19,0
2012/1/22 20:00,3752,18.33,0
2012/1/22 21:00,3488,19.33,0
2012/1/22 22:00,3212,20.33,0
2012/1/22 23:00,2971,23,0
2012/1/23 0:00,2808,22.67,0
2012/1/23 1:00,2722,24,0
2012/1/23 2:00,2684,24.33,0
2012/1/23 3:00,2697,24.33,0
2012/1/23 4:00,2791,24.67,0
2012/1/23 5:00,3069,25.33,0
2012/1/23 6:00,3544,25.67,0
2012/1/23 7:00,3769,27,0
2012/1/23 8:00,3813,28,0
2012/1/23 9:00,3859,28.67,0
2012/1/23 10:00,3894,30,0
2012/1/23 11:00,3899,32,0
2012/1/23 12:00,3853,33.33,0
2012/1/23 13:00,3817,34.67,0
2012/1/23 14:00,3764,34.67,0
2012/1/23 15:00,3777,34.67,0
2012/1/23 16:00,3952,34.33,0
2012/1/23 17:00,4172,34.33,0
2012/1/23 18:00,4130,33.67,0
2012/1/23 19:00,3984,34.67,0
2012/1/23 20:00,3764,34.67,0
2012/1/23 21:00,3466,37.67,0
2012/1/23 22:00,3131,38.33,0
2012/1/23 23:00,2862,39.33,0
2012/1/24 0:00,2708,40.33,0
2012/1/24 1:00,2582,41.33,0
2012/1/24 2:00,2534,41,0
2012/1/24 3:00,2528,41,0
2012/1/24 4:00,2624,41.33,0
2012/1/24 5:00,2889,39.33,0
2012/1/24 6:00,3363,37.67,0
2012/1/24 7:00,3590,35.67,0
2012/1/24 8:00,3608,36.33,0
2012/1/24 9:00,3602,37,0
2012/1/24 10:00,3619,38,0
2012/1/24 11:00,3610,39,0
2012/1/24 12:00,3568,43,0
2012/1/24 13:00,3538,46.33,0
2012/1/24 14:00,3505,45.67,0
2012/1/24 15:00,3510,45.33,0
2012/1/24 16:00,3708,43,0
2012/1/24 17:00,3984,42.33,0
2012/1/24 18:00,3966,41,0
2012/1/24 19:00,3842,39.33,0
2012/1/24 20:00,3666,39,0
2012/1/24 21:00,3369,38.33,0
2012/1/24 22:00,3078,38.33,0
2012/1/24 23:00,2813,37.67,0
2012/1/25 0:00,2653,37,0
2012/1/25 1:00,2563,36.33,0
2012/1/25 2:00,2521,35,0
2012/1/25 3:00,2537,34.33,0
2012/1/25 4:00,2627,33.67,0
2012/1/25 5:00,2917,33.67,0
2012/1/25 6:00,3407,33.67,0
2012/1/25 7:00,3657,33.33,0
2012/1/25 8:00,3655,33.67,0
2012/1/25 9:00,3684,34,0
2012/1/25 10:00,3696,34.67,0
2012/1/25 11:00,3698,34.33,0
2012/1/25 12:00,3658,34.67,0
2012/1/25 13:00,3628,35.33,0
2012/1/25 14:00,3574,36,0
2012/1/25 15:00,3579,36,0
2012/1/25 16:00,3757,35,0
2012/1/25 17:00,4098,33,0
2012/1/25 18:00,4107,31.67,0
2012/1/25 19:00,4001,30.67,0
2012/1/25 20:00,3824,30,0
2012/1/25 21:00,3536,29.67,0
2012/1/25 22:00,3214,29.67,0
2012/1/25 23:00,2952,29.67,0
2012/1/26 0:00,2786,29.33,0
2012/1/26 1:00,2701,29.33,0
2012/1/26 2:00,2669,28.67,0
2012/1/26 3:00,2670,28.33,0
2012/1/26 4:00,2778,28,0
2012/1/26 5:00,3050,27.33,0
2012/1/26 6:00,3560,27,0
2012/1/26 7:00,3768,25.67,0
2012/1/26 8:00,3736,25.33,0
2012/1/26 9:00,3707,28.67,0
2012/1/26 10:00,3687,31,0
2012/1/26 11:00,3629,33.33,0
2012/1/26 12:00,3567,35.33,0
2012/1/26 13:00,3548,35.33,0
2012/1/26 14:00,3524,36.33,0
2012/1/26 15:00,3533,35.33,0
2012/1/26 16:00,3733,34.33,0
2012/1/26 17:00,4031,34,0
2012/1/26 18:00,4025,33.33,0
2012/1/26 19:00,3921,32,0
2012/1/26 20:00,3750,31,0
2012/1/26 21:00,3471,31,0
2012/1/26 22:00,3163,30.67,0
2012/1/26 23:00,2899,30.33,0
2012/1/27 0:00,2736,31,0
2012/1/27 1:00,2627,32.33,0
2012/1/27 2:00,2597,32.67,0
2012/1/27 3:00,2568,32.67,0
2012/1/27 4:00,2663,33.33,0
2012/1/27 5:00,2919,34,0
2012/1/27 6:00,3325,34,0
2012/1/27 7:00,3604,34.67,0
2012/1/27 8:00,3708,35,0
2012/1/27 9:00,3784,35.67,0
2012/1/27 10:00,3843,36.33,0
2012/1/27 11:00,3856,37.33,0
2012/1/27 12:00,3810,37.67,0
2012/1/27 13:00,3772,36.67,0
2012/1/27 14:00,3703,36.33,0
2012/1/27 15:00,3680,36.67,0
2012/1/27 16:00,3814,36.67,0
2012/1/27 17:00,3983,35.67,0
2012/1/27 18:00,3924,35.33,0
2012/1/27 19:00,3779,34.33,0
2012/1/27 20:00,3599,35,0
2012/1/27 21:00,3385,35.67,0
2012/1/27 22:00,3111,35.67,0
2012/1/27 23:00,2864,36,0
2012/1/28 0:00,2679,35.67,0
2012/1/28 1:00,2570,36.33,0
2012/1/28 2:00,2512,35.67,0
2012/1/28 3:00,2505,36,0
2012/1/28 4:00,2537,35.33,0
2012/1/28 5:00,2657,35,0
2012/1/28 6:00,2856,34,0
2012/1/28 7:00,3079,33.67,0
2012/1/28 8:00,3292,33,0
2012/1/28 9:00,3416,36,0
2012/1/28 10:00,3440,37,0
2012/1/28 11:00,3408,38.67,0
2012/1/28 12:00,3349,40,0
2012/1/28 13:00,3269,40.33,0
2012/1/28 14:00,3216,41,0
2012/1/28 15:00,3210,40.67,0
2012/1/28 16:00,3398,39.67,0
2012/1/28 17:00,3726,38.33,0
2012/1/28 18:00,3723,37.33,0
2012/1/28 19:00,3588,36.67,0
2012/1/28 20:00,3447,36.33,0
2012/1/28 21:00,3243,37,0
2012/1/28 22:00,3021,35,0
2012/1/28 23:00,2787,36.67,0
2012/1/29 0:00,2615,36,0
2012/1/29 1:00,2541,34.67,0
2012/1/29 2:00,2502,34.33,0
2012/1/29 3:00,2488,34,0
2012/1/29 4:00,2529,33.33,0
2012/1/29 5:00,2610,32.67,0
2012/1/29 6:00,2767,32,0
2012/1/29 7:00,2959,31.33,0
2012/1/29 8:00,3209,31.67,0
2012/1/29 9:00,3351,32,0
2012/1/29 10:00,3404,34,0
2012/1/29 11:00,3419,35,0
2012/1/29 12:00,3393,35.67,0
2012/1/29 13:00,3352,37.67,0
2012/1/29 14:00,3303,38.33,0
2012/1/29 15:00,3315,38.67,0
2012/1/29 16:00,3524,37.67,0
2012/1/29 17:00,3898,35.67,0
2012/1/29 18:00,3907,32.33,0
2012/1/29 19:00,3770,32.67,0
2012/1/29 20:00,3587,30,0
2012/1/29 21:00,3322,30.67,0
2012/1/29 22:00,3038,32.33,0
2012/1/29 23:00,2822,29.33,0
2012/1/30 0:00,2677,28,0
2012/1/30 1:00,2615,27.33,0
2012/1/30 2:00,2602,27.33,0
2012/1/30 3:00,2619,28.33,0
2012/1/30 4:00,2732,28.67,0
2012/1/30 5:00,3000,28.33,0
2012/1/30 6:00,3514,27.67,0
2012/1/30 7:00,3753,26.67,0
2012/1/30 8:00,3773,26.33,0
2012/1/30 9:00,3794,28,0
2012/1/30 10:00,3813,28,0
2012/1/30 11:00,3781,29.67,0
2012/1/30 12:00,3739,31,0
2012/1/30 13:00,3694,31.67,0
2012/1/30 14:00,3645,30,0
2012/1/30 15:00,3673,30,0
2012/1/30 16:00,3836,30,0
2012/1/30 17:00,4177,28,0
2012/1/30 18:00,4214,26.67,0
2012/1/30 19:00,4094,25.67,0
2012/1/30 20:00,3914,24.67,0
2012/1/30 21:00,3627,22.67,0
2012/1/30 22:00,3311,21,0
2012/1/30 23:00,3046,20.67,0
2012/1/31 0:00,2896,20.67,0
2012/1/31 1:00,2807,21.33,0
2012/1/31 2:00,2758,21.33,0
2012/1/31 3:00,2749,22,0
